Files,labels,Frequency,Audio_length,zcr_mean,sp_cen_mean,sp_rf_mean,mfcc_mean,spec_bw_mean,rmse_mean,chroma_stft_mean,Chromagram,MelSpectrohram,Amplitude_db
PTT-20190716-WA0083.wav,1,22050.0,1.04,0.07651299978151628,1291.2914928242863,1993.2568359375,-11.415217518229277,1333.5288998536053,0.03420060873031616,0.36960232327597525,0.27884136830211037,0.32998725218129416,-30.202308654785156
PTT-20190716-WA0085.wav,1,22050.0,1.64,0.07938529696801883,1429.8414759584666,2680.1255776848593,-13.201357196497323,1460.7346673410575,0.05654662102460861,0.3984184994655297,0.2691790942141476,1.5258016106882668,-28.511398315429688
PTT-20190716-WA0076.wav,1,22050.0,1.1,0.11066589557171183,1994.8594080147777,3828.6483764648438,-10.023954710425535,1647.4001294437628,0.17803151905536652,0.3451597575753452,0.27668381885935556,10.01776641541935,-16.074064254760742
PTT-20190716-WA0086.wav,1,22050.0,0.96,0.0701197859949813,1313.9358537607077,2210.7421875,-10.885118269923979,1273.5073300976146,0.09533029794692993,0.36462075570607,0.26653644001735993,3.0785794002634232,-26.119186401367188
PTT-20190716-WA0089.wav,1,22050.0,1.42,0.07388689866939611,1444.604744029814,2789.7653887348793,-13.55560835291029,1591.4484701170752,0.020818453282117844,0.3418911198043001,0.2662890781424153,0.15903285339592285,-34.23885726928711
PTT-20190716-WA0087.wav,1,22050.0,1.2,0.0782190587968046,1354.1005196884494,2391.4278470552886,-13.114706521650074,1441.3431942056027,0.0403844490647316,0.3549996515748308,0.27733659087895574,0.6211587264754438,-29.09205436706543
PTT-20190716-WA0094.wav,1,22050.0,1.48,0.06714333936845981,1280.6253928974209,2264.8555755615234,-12.597247661165483,1328.7045941505014,0.06331890821456909,0.271400127701999,0.2713189936856322,1.653211049827613,-27.379011154174805
PTT-20190716-WA0088.wav,1,22050.0,1.96,0.11841282342313127,1984.292299483357,4014.5490579044117,-8.725118359004835,1985.0424489543486,0.028521820902824402,0.5682188815894614,0.28103444591885246,0.36074852646789857,-25.00339126586914
PTT-20190716-WA0092.wav,1,22050.0,1.42,0.10817553735926305,2157.6197387402035,4238.046953755041,-11.972069367963373,1801.2691151197123,0.15353265404701233,0.22753095056533296,0.2656728197017198,6.789065591596465,-15.546537399291992
PTT-20190716-WA0091.wav,1,22050.0,0.98,0.059966607921343104,1073.5721836512785,1834.0780568677326,-8.751179638853278,1259.6991482754313,0.04065994545817375,0.28989074982434365,0.28028642485284716,0.4789726862280023,-31.19231414794922
PTT-20190716-WA0090.wav,1,22050.0,1.18,0.0702679809025104,1321.5009299102408,2379.4189453125,-13.70114467341843,1476.7736707354218,0.02499561756849289,0.3392824483776527,0.2681368654533577,0.2170629574677613,-33.99293518066406
PTT-20190716-WA0093.wav,1,22050.0,1.34,0.10786440677966101,1830.9805662070858,3742.693460398707,-8.854090503985132,1908.3905601575527,0.038658298552036285,0.44071523945397373,0.2802743822681492,0.5489388701859926,-24.914148330688477
2019-07-16-11-34-49-224_Nervous.wav,2,22050.0,1.26,0.09399336602249783,1742.2632583574705,3445.5082563920455,-13.292883427737152,1666.2072108961033,0.05377374216914177,0.3173975533478385,0.27521116177414073,1.0501677142025805,-25.272363662719727
AUDIO-2019-07-15-18-04-44.wav,2,22050.0,1.2,0.0643622458637792,1345.6445211705714,2565.349872295673,-12.04714227803953,1533.7170518203109,0.05044526606798172,0.3349611634129035,0.2596803704002964,1.0061968578827107,-27.855823516845703
AUDIO-2019-07-15-18-06-45.wav,2,22050.0,1.31,0.10230293823153679,1581.4106071121341,3050.3482216282896,-17.282333917440862,1458.680790428241,0.03843890130519867,0.3699907320570107,0.2748439147629366,0.5638273206374993,-30.58881378173828
AUDIO-2019-07-15-20-58-23 2.wav,2,22050.0,2.08,0.10308400811925704,1816.0343801959084,3699.28466796875,-14.066003235999831,1844.2851748955543,0.05716751888394356,0.3571961608321021,0.26960000537219614,2.160625903487001,-29.052812576293945
AUDIO-2019-07-15-20-54-56.wav,2,22050.0,1.28,0.07790041523228165,1617.2067418341617,3221.136474609375,-13.90829636330641,1735.4629407210402,0.03876311331987381,0.3238597227889242,0.26742934390930867,0.5347510261242371,-28.683570861816406
AUDIO-2019-07-15-20-57-19.wav,2,22050.0,4.21,0.04739703903095559,870.1456209610994,1594.6401742788462,-19.744434157054734,1082.4900745950354,0.00582847511395812,0.4872147161679556,0.2732256941035017,0.03967356919960107,-48.562931060791016
AUDIO-2019-07-15-20-57-19 2.wav,2,22050.0,2.74,0.0949791974009183,1644.781538499883,3207.3523569915255,-28.758581637833103,1639.6616237669741,0.004112843424081802,0.3936684860561164,0.2664662746278506,0.017896927071945963,-49.85795593261719
AUDIO-2019-07-15-20-58-23 3.wav,2,22050.0,2.99,0.0800777099839116,1396.5021320809665,2714.8528343023254,-27.13055847793929,1448.054150399074,0.004844630602747202,0.4079351029015699,0.26720723536562485,0.023470865887893853,-50.61302947998047
2019-07-16-11-36-10-226_Tunnel.wav,2,22050.0,5.22,0.05534269902085994,1008.5652772418338,2014.7421875,-20.282136889265214,1257.6037644951432,0.007210114039480686,0.4906087480862826,0.2766332371036091,0.04758034166794913,-47.11720657348633
2019-07-16-11-34-10-634_Child.wav,2,22050.0,4.21,0.06395693135935397,1257.8236746125792,2458.216271033654,-26.104996908459245,1435.9548946333296,0.0038777098525315523,0.2893131215886268,0.23499382280485984,0.016672052824464483,-52.49138641357422
AUDIO-2019-07-15-20-58-23 4.wav,2,22050.0,5.94,0.07986134970261954,1392.8730091035063,2803.5221099853516,-24.089571320535285,1540.676665410596,0.004318593069911003,0.43561160243234687,0.27077848028866996,0.01984006356054181,-50.096534729003906
AUDIO-2019-07-15-20-59-31 2.wav,2,22050.0,1.28,0.04120381871739362,954.8403196778171,1723.2330322265625,-16.077649233292615,1307.6421327354599,0.023273583501577377,0.3785179845388062,0.26355925203782754,0.29316337569415707,-38.714576721191406
AUDIO-2019-07-15-21-01-18 2.wav,2,22050.0,2.46,0.03799173370728467,1032.4126450290858,2023.0038049086086,-16.025946267430356,1467.704714779353,0.010019626468420029,0.37047775571055763,0.2658672579447846,0.05622938117311267,-43.577728271484375
AUDIO-2019-07-15-20-59-31 3.wav,2,22050.0,3.02,0.04714174080307766,1050.2896310172043,1922.9150390625,-16.164272249418556,1488.5549944705303,0.009704711847007275,0.41228101144496304,0.2744451911776848,0.08792404730413715,-41.063785552978516
AUDIO-2019-07-15-21-00-40.wav,2,22050.0,0.98,0.05690566737779427,1130.8361092382763,2204.3990734011627,-16.59459663966922,1471.7696172928363,0.01635659858584404,0.3074535408638053,0.26579023600489843,0.12991073037651146,-40.36207580566406
AUDIO-2019-07-15-20-59-31.wav,2,22050.0,2.22,0.053717487322100445,1225.454324956899,2548.432159423828,-17.60380226115767,1687.3218671575075,0.007365813944488764,0.5129687431491438,0.28035005339863195,0.04915108391249509,-43.33344650268555
AUDIO-2019-07-15-20-59-31 4.wav,2,22050.0,2.56,0.04232194464637152,918.0028523684584,1550.487621410473,-17.074910291013744,1368.0156124682105,0.007641612086445093,0.3362835432725741,0.2735069734527771,0.036004539512794934,-45.82331085205078
AUDIO-2019-07-15-20-58-23.wav,2,22050.0,4.72,0.046631227830701054,1259.3809332005458,2682.150448069853,-15.059464981995738,1719.8728748478827,0.00958493072539568,0.5235841092693976,0.28145321211867425,0.14030015337961668,-38.90930938720703
AUDIO-2019-07-15-21-01-18.wav,2,22050.0,1.54,0.07275140076673547,1230.7581940122418,2220.651746152052,-16.031967500103615,1405.1293715812135,0.011266262270510197,0.39028202641136034,0.28136008836900966,0.07110567727695152,-38.98285675048828
AUDIO-2019-07-15-21-01-47.wav,2,22050.0,2.9,0.04543178190240696,977.8950081955456,1784.499609375,-15.646613071856276,1319.1261137904223,0.010577159002423286,0.3320619735019818,0.2738119010036837,0.0731686498818841,-41.61381530761719
AUDIO-2019-07-15-21-02-13.wav,2,22050.0,0.98,0.06627400055653464,1095.953576698688,1839.0857785247092,-14.562180731576145,1353.5626681757415,0.014149940572679043,0.5409969334453044,0.2808927900409722,0.10248899238809768,-39.652767181396484
AUDIO-2019-07-15-21-03-08.wav,2,22050.0,2.19,0.0692827754460686,1395.9379240752014,2836.3761821546054,-15.577219117887768,1662.589515034602,0.02903580479323864,0.3529329658017664,0.26214152729664625,0.5710194608667776,-34.712955474853516
AUDIO-2019-07-15-21-02-27.wav,2,22050.0,1.47,0.08731648764273184,1556.1562257846033,3041.396713256836,-13.522910866485626,1642.6071185701007,0.061581529676914215,0.329589407681288,0.2491424564525038,1.8320331657375515,-29.63412857055664
AUDIO-2019-07-15-21-03-54 10.wav,2,22050.0,1.51,0.06469301531177898,1149.6077368246686,2298.5063032670455,-16.90394353181267,1535.1757910108863,0.03051920421421528,0.32476852333460365,0.2614321722128629,0.6015551661793324,-36.31553649902344
AUDIO-2019-07-15-21-02-49.wav,2,22050.0,1.73,0.10673922143156132,1714.0163498106624,3377.4111328125,-13.927840198093165,1793.7305336693244,0.019886305555701256,0.4599406535755495,0.2821081759496227,0.2608129010412222,-32.917972564697266
AUDIO-2019-07-15-21-02-49 2.wav,2,22050.0,1.33,0.09423887906407291,1523.699950285343,3030.4270777209053,-15.016226970715314,1677.6325713345482,0.02355591207742691,0.47017129629831933,0.2801222810060633,0.3352007065929379,-35.219093322753906
AUDIO-2019-07-15-21-03-54 11.wav,2,22050.0,1.49,0.05912182679460707,1093.6256014259166,1930.7001201923076,-17.449776880296692,1411.428372063932,0.026995986700057983,0.3169031186906943,0.2564641401992253,0.5056918234270583,-37.160865783691406
AUDIO-2019-07-15-21-03-54 12.wav,2,22050.0,1.57,0.07516716624394743,1372.1627498312746,2860.116038602941,-16.592262456043176,1666.951310141023,0.01982991397380829,0.4003709127040169,0.2742357743605381,0.2867076653811958,-39.14146041870117
AUDIO-2019-07-15-21-03-54 14.wav,2,22050.0,1.05,0.08136030994403788,1556.2142700246673,3237.704335088315,-15.54517569272422,1768.3894246796044,0.03030940517783165,0.37799621228764513,0.25439936504980365,0.4099730501142222,-33.7791633605957
AUDIO-2019-07-15-21-03-54 13.wav,2,22050.0,1.15,0.09773933556123451,1552.1979170774118,3382.435546875,-15.277045702476709,1771.1085540528436,0.03908586874604225,0.3395673366508988,0.24157661478717274,0.6554822563805636,-33.67660903930664
AUDIO-2019-07-15-21-03-54 15.wav,2,22050.0,1.53,0.11876737446028272,1593.1273711213544,2760.7494752798507,-15.287656260835972,1538.7982072129507,0.02980181761085987,0.3238002281721555,0.24948360016328497,0.42247770648493366,-34.4208984375
AUDIO-2019-07-15-21-03-54 17.wav,2,22050.0,1.43,0.11344870131924452,1569.6549300046552,2980.9593939012098,-14.638027083718386,1655.6933004419568,0.036024291068315506,0.4105812868818099,0.2719931389649689,0.7394732565608311,-32.407554626464844
AUDIO-2019-07-15-21-03-54 16.wav,2,22050.0,1.89,0.06948170147537842,1185.3331683658598,2277.792730564024,-12.798202172459872,1355.7458659769381,0.05063922330737114,0.3940960630422393,0.27615812225656655,1.441348662041975,-31.357715606689453
AUDIO-2019-07-15-21-03-54 4.wav,2,22050.0,1.95,0.09905977945443993,1682.6726136906846,3289.5134420955883,-18.493266885896862,1660.592710730246,0.022415708750486374,0.43058232038839434,0.27001419346047706,0.41512155995012506,-35.41520690917969
AUDIO-2019-07-15-21-03-54 3.wav,2,22050.0,1.27,0.061607492610662014,1207.1851832802483,2442.0609907670455,-18.088509060580513,1476.743008740875,0.022650886327028275,0.43780861281788963,0.2636293200323249,0.27469403017151467,-39.694923400878906
AUDIO-2019-07-15-21-03-54 18.wav,2,22050.0,1.61,0.12209792568441172,1881.410138057015,3519.755859375,-13.65540078658121,1802.0179391060249,0.03980473056435585,0.4299668972868813,0.27781042990238103,0.9054996429082641,-29.94453239440918
AUDIO-2019-07-15-21-03-54 19.wav,2,22050.0,1.33,0.07101074683716502,1416.976989617853,3006.666301858836,-19.453013682638243,1680.2666558745193,0.023781660944223404,0.3554840384220204,0.2589521331628514,0.3810448293178433,-40.238319396972656
AUDIO-2019-07-15-21-03-54 20.wav,2,22050.0,1.63,0.08800910630500569,1384.6235776646354,2518.7781965228874,-14.75196499350458,1520.5310699451197,0.04087229445576668,0.32836674099250907,0.2611265615208325,0.8326337647219074,-31.267440795898438
AUDIO-2019-07-15-21-03-54 2.wav,2,22050.0,1.35,0.09706818562573295,1445.2796351443858,2661.905372748941,-15.338958528640543,1631.8828441028095,0.037735044956207275,0.3366816404779986,0.2696671082177415,0.9024680571127901,-33.87748718261719
AUDIO-2019-07-15-21-03-54 21.wav,2,22050.0,1.67,0.06514728598140972,1370.1773591269505,2979.8413420376714,-18.806565695291514,1740.0767111038444,0.010893872939050198,0.47101103041003595,0.28235315327105664,0.12002024495771049,-41.37272644042969
AUDIO-2019-07-15-21-03-54 5.wav,2,22050.0,1.27,0.1005662191517396,1730.3889006571737,3573.5329367897725,-19.958748414662697,1798.2099221065432,0.02218707650899887,0.3845751885804089,0.25432552778865486,0.2930418795750805,-38.619773864746094
AUDIO-2019-07-15-21-03-54 8.wav,2,22050.0,1.43,0.05798981302793508,1241.2676069503966,2665.254851310484,-18.553267294052937,1591.9372870486818,0.042604025453329086,0.37118206346689286,0.25814159612189225,1.1913146269409562,-34.82622528076172
AUDIO-2019-07-15-21-03-54 7.wav,2,22050.0,1.27,0.07934190377835547,1208.6589398990081,2195.603693181818,-19.126628911501818,1377.046607844873,0.05290078744292259,0.3590828970714335,0.2514211183208891,1.6988189300128314,-33.62240219116211
AUDIO-2019-07-15-21-04-25.wav,2,22050.0,1.69,0.07142092014353811,1503.0703989721144,3072.4636130136987,-18.226531021579007,1646.2925219110318,0.03109234943985939,0.363986201056436,0.26003180981735996,0.6822490654717798,-33.36532974243164
AUDIO-2019-07-15-21-03-54 9.wav,2,22050.0,1.49,0.09021620308514515,1492.5201336296152,2866.0693359375,-17.41345177768972,1592.8035607049858,0.029427703469991684,0.4430980281078281,0.26826434090388046,0.5379732900366239,-34.398468017578125
AUDIO-2019-07-15-21-03-54 6.wav,2,22050.0,1.29,0.08786200126218358,1640.47420953117,3465.8843994140625,-17.418129333641613,1708.1748434105689,0.036976158618927,0.43305401414170014,0.27181920472998367,0.7659592160312853,-32.72196578979492
AUDIO-2019-07-15-21-03-54.wav,2,22050.0,1.51,0.09927186647889012,1810.3876886586916,3661.1339222301135,-18.540841511799513,1782.3012280816495,0.030381130054593086,0.425885955184865,0.27229066903156435,0.5682079398737552,-36.645477294921875
AUDIO-2019-07-15-21-09-30 3.wav,2,22050.0,1.57,0.0787698870186765,1508.5657641389062,3015.756764131434,-16.25608662487698,1508.3024703159626,0.0420834980905056,0.34796974978727246,0.2690585856837131,1.0666075486898463,-30.229970932006836
AUDIO-2019-07-15-21-09-30 4.wav,2,22050.0,1.27,0.11267405006944198,1896.436138287466,3841.5234375,-17.97197480144795,1780.9944423557804,0.02278890646994114,0.380615099353281,0.26393314228554365,0.3533814185301383,-33.98286819458008
AUDIO-2019-07-15-21-09-30 2.wav,2,22050.0,1.91,0.11449766548953617,1845.1812736293111,3453.0955854668673,-16.04026169031933,1652.1032201672715,0.03642317280173302,0.42741352472923105,0.2756551485276248,0.8835187404831698,-28.798704147338867
AUDIO-2019-07-15-21-09-30 5.wav,2,22050.0,1.55,0.07020872865275142,1393.5156842089436,2684.579786613806,-18.4944444583974,1445.9305848980316,0.04908377677202225,0.2887416059707608,0.2465725645311115,1.2399970266393643,-32.44832992553711
AUDIO-2019-07-15-21-09-30 6.wav,2,22050.0,2.2,0.07663578400016507,1346.356351206077,2428.6053145559213,-23.994037311681236,1284.7405553949293,0.007368627469986677,0.33010712502457595,0.27462388045233255,0.042308369866798694,-47.852169036865234
AUDIO-2019-07-15-21-37-28.wav,2,22050.0,2.48,0.08840163259329759,1507.8347403537218,2892.2915449766356,-23.835624468882795,1462.7361423645373,0.007293949835002422,0.4485321460539712,0.27770905521028716,0.0628052862243529,-47.31795120239258
AUDIO-2019-07-15-21-13-23.wav,2,22050.0,2.3,0.12812820715244336,1906.90739538714,3492.294034090909,-24.617463730642193,1502.175599145146,0.006823459640145302,0.5116966039875045,0.2805568702594305,0.048570114634074006,-44.033905029296875
AUDIO-2019-07-17-23-25-31.wav,2,22050.0,2.02,0.08376410302512699,1446.1734503076918,2832.977505387931,-23.067647433397127,1445.545474622809,0.007962027564644814,0.4572340497155117,0.26767754694485096,0.045495107978793865,-47.384212493896484
AUDIO-2019-07-17-23-26-36.wav,2,22050.0,1.7,0.0965329344516267,1559.5025663260303,3092.924540751689,-23.433542472926515,1541.6822599976924,0.005384568125009537,0.47276176247346385,0.26145366529314135,0.01800959681310158,-50.2030143737793
AUDIO-2019-07-17-23-26-36_2.wav,2,22050.0,2.2,0.10886655799269546,1669.1277230844232,3238.2537520559213,-24.819541583582463,1536.2177694636375,0.00531636830419302,0.49859458016848746,0.2809393486243905,0.03520119274028906,-48.43010711669922
AUDIO-2019-07-17-23-25-31_2.wav,2,22050.0,1.38,0.09446382726614443,1625.6169021423775,3152.999267578125,-25.386911407490025,1561.7483506087156,0.004213429056107998,0.5265980915097345,0.2816227741646648,0.012079984689555515,-50.76177215576172
AUDIO-2019-07-17-23-26-36_1.wav,2,22050.0,1.74,0.05983820459290188,1254.0918396493144,2577.09375,-24.925775752329415,1504.3509466636983,0.0035355587024241686,0.3724820938239932,0.25457780529418245,0.007031784123160483,-56.0667724609375
AUDIO-2019-07-17-23-26-36_3.wav,2,22050.0,1.88,0.1200521650928587,1599.6943779280316,2874.6826171875,-26.141214052177915,1464.4055880423286,0.00346583453938365,0.3183106242551762,0.2761061482698138,0.010390418455323257,-53.57345962524414
AUDIO-2019-07-17-23-26-36_4.wav,2,22050.0,2.12,0.09248592046938907,1677.0139426838737,3295.1652195142665,-27.655691253603145,1758.0094015188788,0.0014306703815236688,0.5310411780227283,0.27893005209034155,0.0020458329115093997,-58.30051040649414
AUDIO-2019-07-17-23-26-36_6.wav,2,22050.0,1.76,0.07368230953793761,1264.0633103305952,2357.744076377467,-20.120770127749434,1322.9895057851822,0.017033688724040985,0.340469786485171,0.2689513801119587,0.2524864381050489,-38.75648880004883
AUDIO-2019-07-17-23-37-51.wav,2,22050.0,1.33,0.13970888314515031,2007.3207911023578,3762.1847218480602,-17.05403041165171,1906.5455408834725,0.010447836481034756,0.3570887068469879,0.2522679556614856,0.05302930466550893,-39.497867584228516
PTT-20190715-WA0005.wav,2,22050.0,1.35,0.07863963813034008,1346.442453151461,2787.2724112817796,-17.24438779374247,1747.7732863447102,0.0115140276029706,0.43131295451423884,0.2683869571201628,0.0705940810647005,-42.202880859375
AUDIO-2019-07-17-23-26-36_5.wav,2,22050.0,1.59,0.09337735150980447,1638.976304213086,3189.8787788722825,-16.91168900571586,1820.9280402859404,0.008249569684267044,0.3431015053995895,0.25459199526674325,0.036886892029592444,-42.237491607666016
PTT-20190715-WA0001.wav,2,22050.0,2.33,0.045535818400901776,1164.929627557215,2487.19156095297,-11.706509137416958,1531.3315800774112,0.01772051490843296,0.49803955828359414,0.25392948093118983,0.21729252909531624,-36.718318939208984
PTT-20190715-WA0003.wav,2,22050.0,1.85,0.10244678248103743,1724.5762638931387,3641.1300659179688,-16.385084818400905,1883.0064712131084,0.00957257580012083,0.4245149969999903,0.26133183917553765,0.05558557723743076,-40.282745361328125
PTT-20190715-WA0006.wav,2,22050.0,1.59,0.07630133477530808,1325.288488583234,2861.731487771739,-17.564361473878392,1696.9076025986649,0.011383390985429287,0.43976334611060464,0.2557605578464521,0.09263912015837163,-42.94253158569336
PTT-20190715-WA0007.wav,2,22050.0,1.75,0.09230570283201862,1615.3485217839968,3343.8797800164475,-14.23342489662279,1841.464291001533,0.023477809503674507,0.38429613475621527,0.26442122981171323,0.2771237401077867,-32.533958435058594
PTT-20190715-WA0004.wav,2,22050.0,1.31,0.0864206056002486,1417.4109318663175,2879.5936986019738,-16.11996813250886,1708.0846761472524,0.015701744705438614,0.3644521572615983,0.23542663957526308,0.11906953203358407,-40.897239685058594
PTT-20190715-WA0010.wav,2,22050.0,1.31,0.0920484756413355,1531.5719603932123,3092.2813013980262,-16.056963104492638,1854.8840373785222,0.01237331423908472,0.44522322460007285,0.26894660300471235,0.08642134601950978,-39.74365997314453
PTT-20190715-WA0013.wav,2,22050.0,1.41,0.08014630390143737,1429.4316917102865,3111.194848232582,-15.200379695415368,1770.7443988960474,0.02120012603700161,0.3643618334476681,0.25268152746422545,0.28168251917672055,-36.10444259643555
PTT-20190715-WA0015.wav,2,22050.0,1.71,0.07720403356006669,1452.121811525721,3006.355244404561,-15.917718509450179,1784.958879574139,0.015146487392485142,0.43059508604641145,0.25911434305937575,0.11531723952771965,-39.3304328918457
PTT-20190715-WA0014.wav,2,22050.0,1.53,0.12021647838173538,1690.6728425115466,3122.314453125,-15.086690719270038,1715.4575253027003,0.01832881197333336,0.423809402135279,0.2630058328687914,0.16764788965607832,-35.05393600463867
PTT-20190715-WA0012.wav,2,22050.0,1.95,0.06927452118398143,1220.7471925680459,2296.4527803308824,-16.631733041536954,1505.2938085094984,0.014155091717839241,0.35535402846434966,0.26850386287664524,0.12013963198789357,-39.37100601196289
PTT-20190715-WA0016.wav,2,22050.0,2.31,0.06929606178817165,1164.9247255583596,2116.606201171875,-16.900591383624953,1492.5074371152432,0.009612337686121464,0.38879664796698793,0.2646589929386153,0.05450427787031075,-42.228389739990234
PTT-20190715-WA0029.wav,2,22050.0,2.31,0.06357203065885167,1145.500538493639,2114.668212890625,-16.470176630665236,1532.7147855434755,0.013214003294706345,0.38112292171777085,0.2743089222827885,0.15799441589055463,-39.1158332824707
PTT-20190715-WA0021.wav,2,22050.0,2.35,0.06416803160227383,1362.7330067612731,2889.4603056066176,-18.6912847632744,1812.7599010149436,0.0035159827675670385,0.5343380798520806,0.2667874545526957,0.008885072132714989,-48.761356353759766
PTT-20190715-WA0022.wav,2,22050.0,1.75,0.06822707875339454,1310.0079342882266,2708.6502878289475,-17.029640883969364,1651.7406495928014,0.01318109780550003,0.3780625431857693,0.25816437415527843,0.11212033434002142,-42.04755401611328
PTT-20190715-WA0018.wav,2,22050.0,2.33,0.06077272903953045,1279.8634384006357,2524.7147663985147,-19.07763950077803,1699.353213349695,0.003867171239107847,0.4516178838352108,0.25585630589811736,0.010243335297703934,-49.719573974609375
PTT-20190715-WA0030.wav,2,22050.0,1.99,0.06319812544077166,1219.8758389234338,2496.5996320857557,-18.700536133337685,1689.463917997487,0.006269059143960476,0.4468828282231526,0.26068760618966436,0.030804746703325225,-47.38466262817383
PTT-20190715-WA0032.wav,2,22050.0,1.79,0.0639745113409361,1229.0000254682977,2598.753943810096,-17.909373087696448,1715.6978824086646,0.006923328619450331,0.4302498409345852,0.2613088119938645,0.03647760844198549,-46.258663177490234
PTT-20190715-WA0033.wav,2,22050.0,2.48,0.04819078646338562,952.5202339409757,1711.3865362149534,-14.533188567219984,1289.7348277261492,0.012984526343643665,0.35631857382282445,0.25385369688198245,0.10517145600362765,-41.07695770263672
PTT-20190715-WA0037.wav,2,22050.0,2.16,0.048695908030516384,1173.3784028177577,2377.2193170362902,-13.090874296543173,1576.1878644242393,0.011805664747953415,0.3718789287187292,0.25490272697082333,0.0698065343190538,-39.22199249267578
PTT-20190715-WA0035.wav,2,22050.0,1.99,0.05443956593944082,1162.3291109473805,2446.397222474564,-18.349426508515194,1674.747435750114,0.007631693501025438,0.4121654770243803,0.24437516149304347,0.04277795894390228,-47.15348434448242
PTT-20190715-WA0043.wav,2,22050.0,2.58,0.053639914147989166,1004.8230881444214,1715.350341796875,-15.101384643917351,1217.1156296692586,0.015913957729935646,0.35648458952049195,0.2709152823489384,0.09639328760802386,-39.28315734863281
PTT-20190715-WA0041.wav,2,22050.0,2.64,0.047021404624774346,959.5725866109348,1793.2058233963817,-14.474182920426491,1262.3658972996152,0.014142856001853943,0.34545022246116563,0.27022648262015625,0.07710857718004348,-41.125274658203125
PTT-20190715-WA0036.wav,2,22050.0,3.36,0.03950513904458341,941.8520053140269,1758.9656856142242,-13.638108174890569,1325.6741325310197,0.016673505306243896,0.3746612678807064,0.2646061908216885,0.20928390427722224,-39.926605224609375
PTT-20190715-WA0040.wav,2,22050.0,1.28,0.04120381871739362,954.8403196778171,1723.2330322265625,-16.077649233292615,1307.6421327354599,0.023273583501577377,0.3785179845388062,0.26355925203782754,0.29316337569415707,-38.714576721191406
PTT-20190715-WA0042.wav,2,22050.0,4.04,0.04156792272701747,1042.2034621402158,1958.0983129040949,-14.109425680103083,1485.3703915116066,0.008292142301797867,0.409514948046273,0.2706602437871232,0.037870770403818914,-42.62177658081055
PTT-20190715-WA0046.wav,2,22050.0,3.68,0.03276323415169488,968.0306495564009,1790.3030107606132,-13.701480626785182,1466.5842604844313,0.00957429688423872,0.42591892215946664,0.261755678850207,0.05479768150397645,-41.30123519897461
PTT-20190715-WA0048.wav,2,22050.0,2.46,0.03799173370728467,1032.4126450290858,2023.0038049086086,-16.025946267430356,1467.704714779353,0.010019626468420029,0.37047775571055763,0.2658672579447846,0.05622938117311267,-43.577728271484375
PTT-20190715-WA0050.wav,2,22050.0,2.56,0.04232194464637152,918.0028523684584,1550.487621410473,-17.074910291013744,1368.0156124682105,0.007641612086445093,0.3362835432725741,0.2735069734527771,0.036004539512794934,-45.82331085205078
PTT-20190715-WA0051.wav,2,22050.0,2.22,0.053717487322100445,1225.454324956899,2548.432159423828,-17.60380226115767,1687.3218671575075,0.007365813944488764,0.5129687431491438,0.28035005339863195,0.04915108391249509,-43.33344650268555
PTT-20190715-WA0059.wav,2,22050.0,0.98,0.06627400055653464,1095.953576698688,1839.0857785247092,-14.562180731576145,1353.5626681757415,0.014149940572679043,0.5409969334453044,0.2808927900409722,0.10248899238809768,-39.652767181396484
PTT-20190715-WA0054.wav,2,22050.0,0.98,0.05690566737779427,1130.8361092382763,2204.3990734011627,-16.59459663966922,1471.7696172928363,0.01635659858584404,0.3074535408638053,0.26579023600489843,0.12991073037651146,-40.36207580566406
PTT-20190715-WA0060.wav,2,22050.0,3.02,0.04714174080307766,1050.2896310172043,1922.9150390625,-16.164272249418556,1488.5549944705303,0.009704711847007275,0.41228101144496304,0.2744451911776848,0.08792404730413715,-41.063785552978516
PTT-20190715-WA0052.wav,2,22050.0,2.19,0.0692827754460686,1395.9379240752014,2836.3761821546054,-15.577219117887768,1662.589515034602,0.02903580479323864,0.3529329658017664,0.26214152729664625,0.5710194608667776,-34.712955474853516
PTT-20190715-WA0053.wav,2,22050.0,1.54,0.07275140076673547,1230.7581940122418,2220.651746152052,-16.031967500103615,1405.1293715812135,0.011266262270510197,0.39028202641136034,0.28136008836900966,0.07110567727695152,-38.98285675048828
PTT-20190715-WA0063.wav,2,22050.0,2.9,0.04543178190240696,977.8950081955456,1784.499609375,-15.646613071856276,1319.1261137904223,0.010577159002423286,0.3320619735019818,0.2738119010036837,0.0731686498818841,-41.61381530761719
PTT-20190715-WA0064.wav,2,22050.0,4.72,0.046631227830701054,1259.3809332005458,2682.150448069853,-15.059464981995738,1719.8728748478827,0.00958493072539568,0.5235841092693976,0.28145321211867425,0.14030015337961668,-38.90930938720703
PTT-20190715-WA0065.wav,2,22050.0,1.51,0.06469301531177898,1149.6077368246686,2298.5063032670455,-16.90394353181267,1535.1757910108863,0.03051920421421528,0.32476852333460365,0.2614321722128629,0.6015551661793324,-36.31553649902344
PTT-20190715-WA0066.wav,2,22050.0,1.47,0.08731648764273184,1556.1562257846033,3041.396713256836,-13.522910866485626,1642.6071185701007,0.061581529676914215,0.329589407681288,0.2491424564525038,1.8320331657375515,-29.63412857055664
